OrderDate;Country;LineTotal;ProductName;ProductNumber;Class;Size
2011-07-01;US;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-07-01;US;1258.3767;Road-650 Red;BK-R50R-48;L;48
2011-07-01;US;2097.2945;Road-650 Red;BK-R50R-48;L;48
2011-07-01;US;535.7424;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-07-01;US;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-07-01;US;1677.8356;Road-650 Black;BK-R50B-52;L;52
2011-07-01;US;714.3232;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;4373.97;Road-450 Red;BK-R68R-52;M;52
2011-07-01;US;1070.694;ML Road Frame - Red;FR-R72R-52;M;52
2011-07-01;US;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-07-01;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-01;US;874.794;Road-450 Red;BK-R68R-52;M;52
2011-07-01;US;1749.588;Road-450 Red;BK-R68R-52;M;52
2011-07-01;US;178.5808;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;178.5808;LL Road Frame - Black;FR-R38B-52;L;52
2011-07-01;US;874.794;Road-450 Red;BK-R68R-52;M;52
2011-07-01;US;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-07-01;US;6440.886;Road-150 Red;BK-R93R-56;H;56
2011-07-01;US;4293.924;Road-150 Red;BK-R93R-56;H;56
2011-07-01;US;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-07-01;US;178.5808;LL Road Frame - Black;FR-R38B-58;L;58
2011-07-01;US;838.9178;Road-650 Black;BK-R50B-58;L;58
2011-07-01;US;838.9178;Road-650 Black;BK-R50B-58;L;58
2011-07-01;US;1749.588;Road-450 Red;BK-R68R-58;M;58
2011-07-01;US;4373.97;Road-450 Red;BK-R68R-58;M;58
2011-07-01;US;2624.382;Road-450 Red;BK-R68R-58;M;58
2011-07-01;US;419.4589;Road-650 Red;BK-R50R-60;L;60
2011-07-01;US;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-07-01;US;419.4589;Road-650 Red;BK-R50R-60;L;60
2011-07-01;US;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-07-01;US;735.7528;LL Road Frame - Red;FR-R38R-60;L;60
2011-07-01;US;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-07-01;US;2097.2945;Road-650 Red;BK-R50R-60;L;60
2011-07-01;US;551.8146;LL Road Frame - Red;FR-R38R-60;L;60
2011-07-01;US;419.4589;Road-650 Black;BK-R50B-60;L;60
2011-07-01;US;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-07-01;US;874.794;Road-450 Red;BK-R68R-60;M;60
2011-07-01;US;3499.176;Road-450 Red;BK-R68R-60;M;60
2011-07-01;US;874.794;Road-450 Red;BK-R68R-60;M;60
2011-07-01;US;419.4589;Road-650 Red;BK-R50R-62;L;62
2011-07-01;US;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-07-01;US;28.8404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;115.3616;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;86.5212;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;173.0424;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-07-01;US;11.4;Mountain Bike Socks;SO-B909-M;L;M
2011-07-01;US;22.8;Mountain Bike Socks;SO-B909-M;L;M
2011-07-01;US;144.202;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-07-01;US;86.5212;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-07-01;US;123.5;Mountain Bike Socks;SO-B909-M;L;M
2011-07-01;US;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-07-01;US;173.0424;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-07-01;US;173.0424;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-07-01;US;20.746;AWC Logo Cap;CA-1098;L;
2011-07-01;US;5.1865;AWC Logo Cap;CA-1098;L;
2011-07-01;US;5.1865;AWC Logo Cap;CA-1098;L;
2011-07-01;US;20.746;AWC Logo Cap;CA-1098;L;
2011-07-01;US;10.373;AWC Logo Cap;CA-1098;L;
2011-07-01;US;10.373;AWC Logo Cap;CA-1098;L;
2011-07-02;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-02;FR;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-02;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-03;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-07-03;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-03;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-03;AU;699.0982;Road-650 Red;BK-R50R-60;L;60
2011-07-04;AU;3399.99;Mountain-100 Silver;BK-M82S-44;H;44
2011-07-04;AU;3399.99;Mountain-100 Silver;BK-M82S-48;H;48
2011-07-04;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-04;DE;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-04;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-05;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-05;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-05;AU;699.0982;Road-650 Black;BK-R50B-62;L;62
2011-07-05;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-05;GB;699.0982;Road-650 Black;BK-R50B-60;L;60
2011-07-05;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-06;AU;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-06;AU;3399.99;Mountain-100 Silver;BK-M82S-42;H;42
2011-07-06;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-06;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-06;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-06;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-06;GB;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-06;US;699.0982;Road-650 Black;BK-R50B-44;L;44
2011-07-07;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-07;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-07;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-07;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-08;AU;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-08;GB;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-08;GB;699.0982;Road-650 Black;BK-R50B-52;L;52
2011-07-08;GB;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-09;AU;3374.99;Mountain-100 Black;BK-M82B-38;H;38
2011-07-09;AU;3374.99;Mountain-100 Black;BK-M82B-42;H;42
2011-07-09;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-09;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-10;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-10;AU;3399.99;Mountain-100 Silver;BK-M82S-48;H;48
2011-07-10;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-07-10;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-10;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-10;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-11;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-11;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-11;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-11;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-11;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-12;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-12;CA;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-12;DE;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-12;GB;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-12;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-12;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-13;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-07-13;AU;699.0982;Road-650 Black;BK-R50B-52;L;52
2011-07-13;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-13;US;699.0982;Road-650 Red;BK-R50R-60;L;60
2011-07-13;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-14;DE;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-14;DE;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-14;US;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-14;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-15;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-15;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-15;GB;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-15;US;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-15;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-15;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-17;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-18;AU;3374.99;Mountain-100 Black;BK-M82B-38;H;38
2011-07-18;CA;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-18;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-18;US;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-18;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-18;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-19;AU;699.0982;Road-650 Red;BK-R50R-58;L;58
2011-07-19;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-19;CA;699.0982;Road-650 Black;BK-R50B-60;L;60
2011-07-19;DE;699.0982;Road-650 Black;BK-R50B-52;L;52
2011-07-19;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-19;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-19;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-19;US;699.0982;Road-650 Black;BK-R50B-62;L;62
2011-07-20;AU;3374.99;Mountain-100 Black;BK-M82B-42;H;42
2011-07-20;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-20;DE;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-20;GB;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-20;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-20;US;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-21;AU;3374.99;Mountain-100 Black;BK-M82B-38;H;38
2011-07-21;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-21;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-21;GB;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-21;GB;3374.99;Mountain-100 Black;BK-M82B-44;H;44
2011-07-21;US;3374.99;Mountain-100 Black;BK-M82B-44;H;44
2011-07-21;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-21;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-22;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-22;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-22;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-22;CA;3374.99;Mountain-100 Black;BK-M82B-42;H;42
2011-07-22;CA;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-23;AU;3374.99;Mountain-100 Black;BK-M82B-44;H;44
2011-07-23;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-23;CA;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-24;AU;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-07-24;AU;699.0982;Road-650 Red;BK-R50R-48;L;48
2011-07-24;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-24;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-24;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-24;FR;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-24;GB;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-24;GB;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-24;US;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-25;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-07-25;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-25;FR;699.0982;Road-650 Black;BK-R50B-52;L;52
2011-07-26;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-26;FR;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-26;GB;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-26;GB;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-26;GB;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-26;US;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-26;US;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-27;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-27;DE;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-28;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-28;GB;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-29;AU;3374.99;Mountain-100 Black;BK-M82B-44;H;44
2011-07-29;AU;699.0982;Road-650 Black;BK-R50B-52;L;52
2011-07-29;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-29;DE;699.0982;Road-650 Black;BK-R50B-44;L;44
2011-07-29;DE;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-29;DE;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-07-29;DE;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-29;US;699.0982;Road-650 Black;BK-R50B-44;L;44
2011-07-30;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-30;CA;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-30;GB;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-30;US;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-07-30;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-30;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-30;US;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-07-31;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-07-31;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-07-31;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-31;CA;3374.99;Mountain-100 Black;BK-M82B-42;H;42
2011-07-31;DE;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-07-31;FR;3374.99;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;AU;20.1865;Sport-100 Helmet;HL-U509;L;-
2011-08-01;AU;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;AU;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;AU;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;AU;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;AU;20.1865;Sport-100 Helmet;HL-U509;L;-
2011-08-01;AU;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;AU;80.746;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;AU;8159.976;Mountain-100 Silver;BK-M82S-38;H;38
2011-08-01;AU;4049.988;Mountain-100 Black;BK-M82B-38;H;38
2011-08-01;AU;1429.4086;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-08-01;AU;1429.4086;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-08-01;AU;722.5949;HL Mountain Frame - Silver;FR-M94S-38;H;38
2011-08-01;AU;4079.988;Mountain-100 Silver;BK-M82S-38;H;38
2011-08-01;AU;8099.976;Mountain-100 Black;BK-M82B-38;H;38
2011-08-01;AU;10124.97;Mountain-100 Black;BK-M82B-38;H;38
2011-08-01;AU;722.5949;HL Mountain Frame - Silver;FR-M94S-38;H;38
2011-08-01;AU;714.7043;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-08-01;AU;1429.4086;HL Mountain Frame - Black;FR-M94B-42;H;42
2011-08-01;AU;6074.982;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;AU;714.7043;HL Mountain Frame - Black;FR-M94B-42;H;42
2011-08-01;AU;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;AU;8099.976;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;AU;2144.1129;HL Mountain Frame - Black;FR-M94B-42;H;42
2011-08-01;AU;18359.946;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;AU;10124.97;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;AU;714.7043;HL Mountain Frame - Black;FR-M94B-42;H;42
2011-08-01;AU;4079.988;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;AU;1749.588;Road-450 Red;BK-R68R-44;M;44
2011-08-01;AU;874.794;Road-450 Red;BK-R68R-44;M;44
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-44;L;44
2011-08-01;AU;367.8764;LL Road Frame - Red;FR-R38R-44;L;44
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-44;L;44
2011-08-01;AU;1258.3767;Road-650 Red;BK-R50R-44;L;44
2011-08-01;AU;367.8764;LL Road Frame - Red;FR-R38R-44;L;44
2011-08-01;AU;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-08-01;AU;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;AU;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;AU;2024.994;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;AU;10124.97;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;AU;4049.988;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;AU;4079.988;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;AU;2024.994;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;AU;2024.994;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;AU;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;AU;2167.7847;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-08-01;AU;1445.1898;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-08-01;AU;722.5949;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-08-01;AU;722.5949;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-48;L;48
2011-08-01;AU;1619.52;HL Mountain Frame - Black;FR-M94B-48;H;48
2011-08-01;AU;356.898;ML Road Frame - Red;FR-R72R-48;M;48
2011-08-01;AU;713.796;ML Road Frame - Red;FR-R72R-48;M;48
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-48;L;48
2011-08-01;AU;2097.2945;Road-650 Red;BK-R50R-48;L;48
2011-08-01;AU;2456.1;HL Mountain Frame - Silver;FR-M94S-52;H;48
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-48;L;48
2011-08-01;AU;4079.988;Mountain-100 Silver;BK-M82S-48;H;48
2011-08-01;AU;818.7;HL Mountain Frame - Silver;FR-M94S-52;H;48
2011-08-01;AU;2456.1;HL Mountain Frame - Silver;FR-M94S-52;H;48
2011-08-01;AU;8159.976;Mountain-100 Silver;BK-M82S-48;H;48
2011-08-01;AU;1619.52;HL Mountain Frame - Black;FR-M94B-48;H;48
2011-08-01;AU;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-08-01;AU;1637.4;HL Mountain Frame - Silver;FR-M94S-52;H;48
2011-08-01;AU;10199.97;Mountain-100 Silver;BK-M82S-48;H;48
2011-08-01;AU;874.794;Road-450 Red;BK-R68R-52;M;52
2011-08-01;AU;1749.588;Road-450 Red;BK-R68R-52;M;52
2011-08-01;AU;2624.382;Road-450 Red;BK-R68R-52;M;52
2011-08-01;AU;1427.592;ML Road Frame - Red;FR-R72R-52;M;52
2011-08-01;AU;535.7424;LL Road Frame - Black;FR-R38B-52;L;52
2011-08-01;AU;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-52;L;52
2011-08-01;AU;1677.8356;Road-650 Black;BK-R50B-52;L;52
2011-08-01;AU;1677.8356;Road-650 Black;BK-R50B-52;L;52
2011-08-01;AU;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-08-01;AU;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-08-01;AU;178.5808;LL Road Frame - Black;FR-R38B-52;L;52
2011-08-01;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-08-01;AU;874.794;Road-450 Red;BK-R68R-58;M;58
2011-08-01;AU;178.5808;LL Road Frame - Black;FR-R38B-58;L;58
2011-08-01;AU;8747.94;Road-450 Red;BK-R68R-58;M;58
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-08-01;AU;419.4589;Road-650 Black;BK-R50B-60;L;60
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-08-01;AU;735.7528;LL Road Frame - Red;FR-R38R-60;L;60
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-08-01;AU;551.8146;LL Road Frame - Red;FR-R38R-60;L;60
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-62;L;62
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-08-01;AU;551.8146;LL Road Frame - Red;FR-R38R-62;L;62
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-62;L;62
2011-08-01;AU;1677.8356;Road-650 Red;BK-R50R-62;L;62
2011-08-01;AU;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-08-01;AU;183.9382;LL Road Frame - Red;FR-R38R-62;L;62
2011-08-01;AU;4293.924;Road-150 Red;BK-R93R-62;H;62
2011-08-01;AU;11.4;Mountain Bike Socks;SO-B909-L;L;L
2011-08-01;AU;28.8404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-08-01;AU;115.3616;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-08-01;AU;28.8404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-08-01;AU;57.6808;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-08-01;AU;11.4;Mountain Bike Socks;SO-B909-M;L;M
2011-08-01;AU;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-08-01;AU;11.4;Mountain Bike Socks;SO-B909-M;L;M
2011-08-01;AU;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-08-01;AU;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;86.5212;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-08-01;AU;5.1865;AWC Logo Cap;CA-1098;L;
2011-08-01;AU;20.746;AWC Logo Cap;CA-1098;L;
2011-08-01;AU;51.865;AWC Logo Cap;CA-1098;L;
2011-08-01;AU;25.9325;AWC Logo Cap;CA-1098;L;
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;60.5595;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;60.5595;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;60.5595;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;40.373;Sport-100 Helmet;HL-U509;L;-
2011-08-01;CA;80.746;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;80.746;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;CA;100.9325;Sport-100 Helmet;HL-U509-R;L;-
2011-08-01;CA;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-08-01;CA;40.373;Sport-100 Helmet;HL-U509;L;-
2011-08-01;CA;40.373;Sport-100 Helmet;HL-U509;L;-
2011-08-01;CA;12149.964;Mountain-100 Black;BK-M82B-38;H;38
2011-08-01;CA;722.5949;HL Mountain Frame - Silver;FR-M94S-38;H;38
2011-08-01;CA;2858.8172;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-08-01;CA;16199.952;Mountain-100 Black;BK-M82B-38;H;38
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-38;H;38
2011-08-01;CA;722.5949;HL Mountain Frame - Silver;FR-M94S-38;H;38
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-38;H;38
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;CA;2024.994;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;CA;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-42;H;42
2011-08-01;CA;10124.97;Mountain-100 Black;BK-M82B-42;H;42
2011-08-01;CA;1749.588;Road-450 Red;BK-R68R-44;M;44
2011-08-01;CA;874.794;Road-450 Red;BK-R68R-44;M;44
2011-08-01;CA;419.4589;Road-650 Black;BK-R50B-44;L;44
2011-08-01;CA;838.9178;Road-650 Red;BK-R50R-44;L;44
2011-08-01;CA;551.8146;LL Road Frame - Red;FR-R38R-44;L;44
2011-08-01;CA;735.7528;LL Road Frame - Red;FR-R38R-44;L;44
2011-08-01;CA;2516.7534;Road-650 Red;BK-R50R-44;L;44
2011-08-01;CA;1677.8356;Road-650 Black;BK-R50B-44;L;44
2011-08-01;CA;4079.988;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;CA;8159.976;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;CA;12239.964;Mountain-100 Silver;BK-M82S-44;H;44
2011-08-01;CA;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-08-01;CA;6074.982;Mountain-100 Black;BK-M82B-44;H;44
2011-08-01;CA;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-08-01;CA;2167.7847;HL Mountain Frame - Silver;FR-M94S-46;H;46
